label,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20
come,0.2240177989006042,0.8943684697151184,-6.636129228354548e-07,0.1966829448938369,0.7775407433509827,-0.0571489855647087,0.1835218071937561,0.6525470614433289,-0.1059220135211944,0.2016903758049011,0.5446370840072632,-0.1368509531021118,0.2517763376235962,0.4886451959609985,-0.161178633570671,0.2953476309776306,0.7608262896537781,-0.1714973151683807,0.3551564514636993,0.5660390853881836,-0.1888703256845474,0.3304052948951721,0.5289982557296753,-0.164584144949913,0.3044703006744385,0.5384737253189087,-0.1450899243354797,0.3600088357925415,0.8108368515968323,-0.1473685950040817,0.4070495963096618,0.598497748374939,-0.166999951004982,0.3673264682292938,0.5758401155471802,-0.1424007415771484,0.3362506926059723,0.6034521460533142,-0.1284153461456298,0.4060984849929809,0.8402205109596252,-0.1167155131697654,0.4441781044006347,0.6407989263534546,-0.1278224140405655,0.4016784429550171,0.6280871629714966,-0.100030817091465,0.3730323314666748,0.6590365171432495,-0.0864481702446937,0.4356656074523926,0.8487452268600464,-0.087943434715271,0.4608678221702575,0.6989166140556335,-0.1052849888801574,0.4276789426803589,0.6865351796150208,-0.0955649688839912,0.4076336622238159,0.7141696810722351,-0.0880921110510826
okay,0.2420847564935684,0.7654213905334473,5.203128807806934e-07,0.3257249295711517,0.7317684888839722,-0.0232658945024013,0.4012698233127594,0.6850060224533081,-0.0475304313004016,0.4685657322406769,0.6601390242576599,-0.0760512948036193,0.5093542337417603,0.6189113259315491,-0.1015570238232612,0.3410710394382477,0.5117072463035583,-0.0159825533628463,0.4148566722869873,0.4835043847560882,-0.0698979571461677,0.4582836031913757,0.5299392938613892,-0.1106908693909645,0.4794656634330749,0.5875463485717773,-0.1285702884197235,0.3092334270477295,0.4706104695796966,-0.0304706245660781,0.3401914834976196,0.3472092151641845,-0.0601441822946071,0.3836735785007477,0.2802748680114746,-0.0776749104261398,0.4207583963871002,0.2284217178821563,-0.0866208001971244,0.2709074318408966,0.4648300409317016,-0.0534500852227211,0.2749976813793182,0.338849663734436,-0.0844437181949615,0.3012168109416961,0.2634919583797455,-0.0962468013167381,0.3285773992538452,0.203768640756607,-0.0990465879440307,0.2347462177276611,0.4869746565818786,-0.07974424213171,0.2040018290281295,0.3923640847206116,-0.105625994503498,0.1903353780508041,0.3211954236030578,-0.1086917743086814,0.1861407905817031,0.2571713924407959,-0.1056931465864181
okay,0.3001356720924377,0.6893492341041565,5.729381769015163e-07,0.3785891830921173,0.681204617023468,-0.0355685986578464,0.4491240382194519,0.6645943522453308,-0.0610801726579666,0.5119689106941223,0.6591594219207764,-0.0871520712971687,0.5482690334320068,0.6384133100509644,-0.1093270257115364,0.4241542518138885,0.4856153428554535,-0.0303446389734745,0.5055559873580933,0.4847654700279236,-0.0811419337987899,0.5357543230056763,0.5366724729537964,-0.1178489848971366,0.5406259894371033,0.5865718722343445,-0.1333781033754348,0.3963364958763122,0.4346327781677246,-0.036374095827341,0.4459375143051147,0.3348099589347839,-0.067300297319889,0.4831536412239074,0.2679048776626587,-0.0882234200835228,0.5065509080886841,0.2133251428604126,-0.0993149504065513,0.3577216565608978,0.4155959486961365,-0.050020758062601,0.3672304153442383,0.3048200011253357,-0.0820453241467475,0.3848525285720825,0.2344239950180053,-0.0981681868433952,0.3987385928630829,0.1795297265052795,-0.1031488478183746,0.3128017783164978,0.4248572587966919,-0.0674480497837066,0.2880478203296661,0.3357146978378296,-0.094100147485733,0.2781269550323486,0.2723631858825683,-0.1000013649463653,0.2751182019710541,0.2164182960987091,-0.0981758013367652
come,0.4093537926673889,0.7110404968261719,-5.41195220193913e-07,0.472433865070343,0.6807035803794861,-0.0060816435143351,0.534375011920929,0.6549683809280396,-0.0274863373488187,0.5808839797973633,0.6395265460014343,-0.0464775264263153,0.6271638870239258,0.6311367154121399,-0.0682597756385803,0.5615660548210144,0.7130372524261475,-0.0954336449503898,0.5833238959312439,0.5973432064056396,-0.1316590905189514,0.5780682563781738,0.528161346912384,-0.1398821026086807,0.5661948919296265,0.4772992134094238,-0.1426807641983032,0.5299374461174011,0.7205153703689575,-0.1093635186553001,0.5512205958366394,0.5893785953521729,-0.1451623141765594,0.5485626459121704,0.5144721865653992,-0.1468521356582641,0.5378294587135315,0.4618999361991882,-0.1507144272327423,0.4902269542217254,0.7110228538513184,-0.1203271225094795,0.5153897404670715,0.5852702856063843,-0.1567218005657196,0.5160881280899048,0.509175181388855,-0.1558486521244049,0.5099199414253235,0.4571602046489715,-0.1557219177484512,0.4501774609088897,0.6892237663269043,-0.1291463971138,0.4706118702888489,0.5909884572029114,-0.1657592356204986,0.4809551239013672,0.5279660224914551,-0.1749465614557266,0.4860288202762604,0.4802190661430359,-0.1797788441181183
come,0.7220861315727234,0.8053016662597656,4.98828910622251e-07,0.6367304921150208,0.7392375469207764,-0.0103855710476636,0.5844083428382874,0.6224028468132019,-0.0566238015890121,0.5889353156089783,0.4964885115623474,-0.1050913482904434,0.6135690808296204,0.4244867861270904,-0.1537923812866211,0.4975377321243286,0.689961850643158,-0.1205491498112678,0.4275358915328979,0.5560214519500732,-0.1877175569534301,0.4116970300674438,0.4540551304817199,-0.2263111323118209,0.4118856787681579,0.3656400740146637,-0.2490722239017486,0.5526766777038574,0.7077268958091736,-0.1499984264373779,0.5896254181861877,0.4860970079898834,-0.2115661799907684,0.6302816867828369,0.5138699412345886,-0.209049791097641,0.6285189390182495,0.5610225200653076,-0.2053955048322677,0.6258671283721924,0.7086922526359558,-0.1774708777666092,0.6675249338150024,0.4975146651268005,-0.2249214798212051,0.6904747486114502,0.5450270175933838,-0.1970352977514267,0.6798420548439026,0.601582944393158,-0.1764787584543228,0.7000113129615784,0.6987139582633972,-0.2065914869308471,0.7269939184188843,0.5260952115058899,-0.2230058759450912,0.7383037805557251,0.5644766092300415,-0.1923935860395431,0.7298322916030884,0.6292501091957092,-0.1713662147521972
okay,0.5427890419960022,0.8324910402297974,-3.637933687627992e-08,0.502368152141571,0.7715810537338257,0.031344223767519,0.4820182621479034,0.7349945902824402,0.0422303341329097,0.4591829478740692,0.7012794017791748,0.041178148239851,0.4475296139717102,0.6564427614212036,0.0394439995288848,0.5536458492279053,0.6889435052871704,0.0668493956327438,0.5217938423156738,0.652527391910553,0.0587583370506763,0.4884529113769531,0.6462414264678955,0.0410213209688663,0.4645042419433594,0.6530359387397766,0.0324900858104229,0.5696022510528564,0.6849261522293091,0.0444350652396678,0.5863333940505981,0.6181278824806213,0.0473887622356414,0.5726290941238403,0.5739465355873108,0.0389775596559047,0.5531224012374878,0.5449423789978027,0.0341056510806083,0.5801261067390442,0.6845374703407288,0.0184241440147161,0.6062318682670593,0.6212741136550903,0.0223936475813388,0.5962099432945251,0.5787984132766724,0.019790019840002,0.5823276042938232,0.554201602935791,0.0188460163772106,0.5830172300338745,0.6833023428916931,-0.0070517007261514,0.618202269077301,0.6457642316818237,-0.0047207209281623,0.6260250210762024,0.6084518432617188,-0.0041705826297402,0.6293690800666809,0.575529932975769,-0.0021473478991538
come,0.4910189509391784,0.9108394384384156,-1.3783980534753937e-07,0.5500421524047852,0.8381648063659668,-0.0009121113689616,0.5746366381645203,0.7510549426078796,-0.032072477042675,0.5648788809776306,0.6625449657440186,-0.0575902238488197,0.5410305857658386,0.5993227362632751,-0.0843342542648315,0.6020015478134155,0.7655319571495056,-0.1151093766093254,0.5694497227668762,0.6378102898597717,-0.1288976073265075,0.5410566926002502,0.5890588164329529,-0.1118612736463546,0.5145106315612793,0.5635141134262085,-0.0985739156603813,0.5496716499328613,0.7813663482666016,-0.1273794919252395,0.5055844783782959,0.6490468382835388,-0.1315502226352691,0.4988177418708801,0.6835674047470093,-0.0926135778427124,0.5108057856559753,0.7236034870147705,-0.0716081261634826,0.4972523748874664,0.7841302752494812,-0.1336101740598678,0.4636650681495666,0.6679900884628296,-0.1296176314353943,0.4653708040714264,0.7081307172775269,-0.0881269797682762,0.4774166047573089,0.7471526265144348,-0.0701255425810813,0.452040821313858,0.7852880358695984,-0.1395001858472824,0.4292797744274139,0.7092903852462769,-0.1371472179889679,0.4364402890205383,0.7383252382278442,-0.1139420196413993,0.4453088045120239,0.7666723132133484,-0.1028530225157737
okay,0.2016472816467285,0.8224040865898132,5.208815991863958e-07,0.3041896522045135,0.7217668890953064,0.0728877782821655,0.3455961942672729,0.6499030590057373,0.0995800197124481,0.3863404393196106,0.5906205177307129,0.0966350510716438,0.4030226767063141,0.5204324722290039,0.0910201072692871,0.2297840714454651,0.547079861164093,0.1736135333776474,0.2750695347785949,0.464156299829483,0.1764901727437973,0.3315358459949493,0.4652791321277618,0.1471609324216842,0.3680843710899353,0.5000178217887878,0.1256299465894699,0.2073485553264618,0.5438601970672607,0.1177251115441322,0.2681878507137298,0.4432758390903473,0.1142782643437385,0.3346425592899322,0.453427255153656,0.0677554532885551,0.3772749602794647,0.5005561113357544,0.0361054725944995,0.1896322965621948,0.5408267974853516,0.0578537322580814,0.2535374462604522,0.4456973075866699,0.059271652251482,0.3222439289093017,0.4614768624305725,0.033135425299406,0.3598191142082214,0.5053053498268127,0.0141702340915799,0.1830141842365265,0.5428207516670227,0.0005859192460775,0.2531861066818237,0.4704901576042175,0.0075896130874753,0.3036215305328369,0.4766237437725067,0.0059985658153891,0.3351326286792755,0.5026543140411377,0.0028467823285609
okay,0.4118242263793945,0.8384261131286621,3.9843754962021205e-07,0.527051568031311,0.8302540183067322,0.0416906774044036,0.5918727517127991,0.8125060200691223,0.0429594069719314,0.6563413143157959,0.8161396980285645,0.0260383244603872,0.7166615724563599,0.8075818419456482,0.0098675172775983,0.563939094543457,0.6290369033813477,0.0545967482030391,0.6513990759849548,0.6430789232254028,0.0111492630094289,0.6866921186447144,0.7077428698539734,-0.0260183867067098,0.6979037523269653,0.776272177696228,-0.0430811755359172,0.5446397066116333,0.6021649837493896,0.0034296258818358,0.6163609623908997,0.494123101234436,-0.0236811358481645,0.6911659240722656,0.463391900062561,-0.0421965606510639,0.7490435838699341,0.4602947831153869,-0.0515943504869937,0.5179794430732727,0.601854681968689,-0.0534874275326728,0.5595257878303528,0.4731172323226928,-0.0801525190472602,0.614136815071106,0.4189925789833069,-0.0876270160079002,0.6617348194122314,0.3893112540245056,-0.088983729481697,0.499286413192749,0.6228463649749756,-0.1094668582081794,0.518226683139801,0.5169249773025513,-0.1307937651872635,0.5518357157707214,0.4614683389663696,-0.1302285939455032,0.5869563221931458,0.4348820149898529,-0.1263748258352279
okay,0.2244364917278289,0.6607487201690674,2.893024202421657e-07,0.3311187922954559,0.5791614055633545,0.0984866097569465,0.3822624981403351,0.5128939151763916,0.1202905625104904,0.4385806322097778,0.4759881198406219,0.1087953820824623,0.4904547333717346,0.4328409731388092,0.092289350926876,0.2815278172492981,0.3628566265106201,0.1346689760684967,0.3664829432964325,0.3143854439258575,0.1320675909519195,0.4273320734500885,0.3403034806251526,0.1136135384440422,0.4647549390792846,0.3840435743331909,0.0985697880387306,0.2688736319541931,0.3687297403812408,0.0597428083419799,0.3679610788822174,0.2939326167106628,0.0561661384999752,0.4343612790107727,0.3359279632568359,0.0375338159501552,0.4684734940528869,0.3880641758441925,0.0237793903797864,0.2679333686828613,0.3807645142078399,-0.0145669989287853,0.3596600890159607,0.3060702383518219,-0.0141300447285175,0.4269957840442657,0.3529122471809387,-0.0112158022820949,0.4552345275878906,0.4023022055625915,-0.0121741136536002,0.2803194224834442,0.3991908133029938,-0.0842551887035369,0.3629381358623504,0.3457686305046081,-0.0803562402725219,0.4161885380744934,0.375628650188446,-0.0678638666868209,0.4425432980060577,0.4163150191307068,-0.0610359162092208
come,0.5343741774559021,0.8593684434890747,-9.390923594310153e-08,0.5214200615882874,0.7750558853149414,0.0646369904279708,0.5098690986633301,0.7207943201065063,0.0633211582899093,0.5110672116279602,0.6809109449386597,0.0486564338207244,0.5133553147315979,0.6532077193260193,0.0304108634591102,0.440887451171875,0.7243795990943909,-0.0019694271031767,0.4228700697422027,0.6495541334152222,-0.0032681911252439,0.4326786398887634,0.607932448387146,0.0020174835808575,0.449202299118042,0.5789989829063416,0.0046233800239861,0.4610972106456756,0.7379955649375916,-0.0445920899510383,0.4837383031845093,0.654461681842804,-0.0320709981024265,0.50914466381073,0.6876769661903381,-0.0062436093576252,0.5103707909584045,0.7120461463928223,0.0035331777762621,0.4886811971664428,0.7486823797225952,-0.0807408764958381,0.5153258442878723,0.6709263324737549,-0.0581040158867836,0.5337263941764832,0.7091121077537537,-0.0301306508481502,0.5313928127288818,0.7362319231033325,-0.0263336040079593,0.5163167715072632,0.7479038834571838,-0.1126934960484504,0.5434462428092957,0.7019385099411011,-0.0846434831619262,0.5556038022041321,0.7327806353569031,-0.0595396421849727,0.5525273084640503,0.7599054574966431,-0.0533117651939392
okay,0.4754945039749145,0.8126301169395447,9.502675624162293e-08,0.4190343618392944,0.7338162064552307,-0.0058538001030683,0.3777195811271667,0.6591395735740662,-0.0183622278273105,0.3337264060974121,0.605042040348053,-0.0380982086062431,0.3058065176010132,0.5572348237037659,-0.0576910153031349,0.4791846871376037,0.5527587532997131,0.0071796947158873,0.420126348733902,0.5097795724868774,-0.0376797914505004,0.3664894104003906,0.5202164053916931,-0.0809417068958282,0.3345459103584289,0.5539951920509338,-0.1041243225336074,0.5175297856330872,0.539229691028595,-0.0086074350401759,0.5431213974952698,0.4462623596191406,-0.0344792306423187,0.5378963351249695,0.3689739406108856,-0.0554425455629825,0.5236803889274597,0.3221862614154815,-0.0674696564674377,0.5446441769599915,0.5539475679397583,-0.0306372102349996,0.600019097328186,0.4749208986759186,-0.0493219047784805,0.6116222739219666,0.4061740636825561,-0.0524728558957576,0.6129639744758606,0.3531348705291748,-0.0514246113598346,0.5547915101051331,0.5877845883369446,-0.055490918457508,0.6181842684745789,0.551048755645752,-0.0717949345707893,0.64715975522995,0.5004913806915283,-0.0709755942225456,0.666883111000061,0.4507362246513366,-0.0654191747307777
stop,0.490800142288208,0.7380975484848022,3.9143785102169204e-07,0.4186238944530487,0.6601572036743164,-0.0354047641158103,0.3680488467216491,0.568011999130249,-0.0527506098151207,0.3411806225776672,0.4939027428627014,-0.0693500414490699,0.3530946373939514,0.438962310552597,-0.083524189889431,0.4783360958099365,0.4445251822471618,-0.0115176290273666,0.4775821566581726,0.3450668454170227,-0.036271009594202,0.4755817055702209,0.2895826697349548,-0.0556778497993946,0.4738428592681885,0.2471208721399307,-0.0673436000943183,0.5416585803031921,0.4527530968189239,-0.0125182047486305,0.5745355486869812,0.3481262326240539,-0.0336045697331428,0.5832100510597229,0.2954199910163879,-0.046084351837635,0.5791432857513428,0.2686375677585602,-0.0506193973124027,0.5912756323814392,0.4809203743934631,-0.0216165203601121,0.6305683851242065,0.3952196836471557,-0.049425221979618,0.6389665007591248,0.3432827591896057,-0.0597483552992343,0.6353495717048645,0.3049185276031494,-0.0607122331857681,0.6273323893547058,0.525992214679718,-0.0345768593251705,0.6854340434074402,0.4784942865371704,-0.061047151684761,0.7124646306037903,0.4369193315505981,-0.0716577246785163,0.7279808521270752,0.3956930935382843,-0.0738995224237442
